Age,Gender,Weight_kg,Height_m,Goal,Breakfast_Meal,Breakfast_Calories,Breakfast_Protein_g,Breakfast_Carbs_g,Breakfast_Fats_g,Lunch_Meal,Lunch_Calories,Lunch_Protein_g,Lunch_Carbs_g,Lunch_Fats_g,Dinner_Meal,Dinner_Calories,Dinner_Protein_g,Dinner_Carbs_g,Dinner_Fats_g,Snacks_Meal,Snacks_Calories,Snacks_Protein_g,Snacks_Carbs_g,Snacks_Fats_g,Total_Calories,Total_Protein_g,Total_Carbs_g,Total_Fats_g
46,Female,72.0,1.64,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,432.0,12.0,41.0,7.0,Jollof_Rice_with_Chicken,863.0,54.0,97.0,21.0,Plain_Rice_with_Chicken,690.0,45.0,72.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2292.38,116.91,246.59,56.85
36,Male,75.0,1.75,Muscle Gain,Tom_Brown_and_bread,358.0,9.0,62.0,5.0,Waakye_and_Fish_with_egg,849.0,60.0,80.0,11.0,Banku_and_Tilapia_with_Hot_Pepper,741.0,46.0,55.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2255.38,120.91,233.59,42.85
21,Female,65.4,1.65,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,673.0,37.0,72.0,16.0,Boiled_Plantain/Yam_and_Garden_egg_stew,485.0,19.0,53.0,7.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1801.8,71.37,209.37,39.15
43,Female,62.2,1.63,Weight Loss,Oatmeal,250.0,10.0,35.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,512.0,41.0,65.0,10.0,Fufu_with_Light_Soup_with_Goat_Meat,737.0,32.0,72.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1806.38,88.91,208.59,35.85
75,Female,53.7,1.55,Weight Loss,White_porridge_and_bread,267.0,7.0,48.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Plain_Rice_with_Chicken,519.0,42.0,68.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1712.58,94.34,217.56,40.16
42,Male,79.8,1.74,Muscle Gain,Rice_water_and_bread,365.0,8.0,57.0,5.0,Jollof_Rice_with_Chicken,772.0,44.0,75.0,20.0,Fufu_with_Light_Soup_with_Goat_Meat,897.0,50.0,89.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2341.38,107.91,257.59,49.85
84,Male,59.5,1.63,Weight Loss,Oatmeal,286.0,9.0,45.0,2.0,Fufu_with_Light_Soup_with_Goat_Meat,702.0,42.0,65.0,8.0,Boiled_Plantain/Yam_and_Garden_egg_stew,489.0,24.0,54.0,6.0,Atsoomo_(Chin-Chin),366.0,3.0,28.0,12.0,1843.0,78.0,192.0,28.0
22,Female,59.3,1.67,Weight Loss,Tea/Milo/Coffee_with_bread,248.0,5.0,37.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,408.0,19.0,56.0,6.0,Banku_and_Tilapia_with_Hot_Pepper,497.0,34.0,66.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1460.38,63.91,195.59,32.85
7,Male,37.2,1.04,Weight Loss,Oatmeal,227.0,11.0,40.0,3.0,Waakye_and_Fish_with_egg,491.0,50.0,62.0,9.0,Banku_and_Tilapia_with_Hot_Pepper,546.0,42.0,52.0,10.0,Atsoomo_(Chin-Chin),314.0,4.0,31.0,17.0,1578.0,107.0,185.0,39.0
27,Female,54.2,1.66,Weight Loss,Rice_water_and_bread,314.0,7.0,53.0,3.0,Tuo_Zaafi_with_Meat_Stew,672.0,33.0,65.0,9.0,Boiled_Plantain/Yam_and_Garden_egg_stew,439.0,19.0,60.0,7.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1732.38,64.91,214.59,29.85
39,Female,61.9,1.64,Muscle Gain,Tea/Milo/Coffee_with_bread,290.0,6.0,45.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Jollof_Rice_with_Chicken,825.0,48.0,90.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2041.58,99.34,236.56,50.16
32,Male,63.0,1.7,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),459.0,8.0,48.0,7.0,Banku_with_Okra_Soup,700.0,27.0,76.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,638.0,23.0,57.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2104.38,63.91,217.59,42.85
10,Female,52.8,1.12,Muscle Gain,Oatmeal,243.0,14.0,50.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),470.0,40.0,59.0,16.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,432.0,51.0,68.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1452.38,110.91,213.59,50.85
45,Female,54.4,1.6,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,386.0,10.0,39.0,4.0,Waakye_and_Fish_with_egg,669.0,42.0,60.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),529.0,26.0,55.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1891.38,83.91,190.59,38.85
35,Female,65.0,1.64,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),453.0,10.0,54.0,7.0,Tuo_Zaafi_with_Meat_Stew,631.0,36.0,59.0,11.0,Banku_and_Tilapia_with_Hot_Pepper,526.0,38.0,63.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1917.38,89.91,212.59,40.85
22,Female,77.5,1.55,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),456.0,9.0,67.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,680.0,46.0,68.0,22.0,Banku_and_Tilapia_with_Hot_Pepper,601.0,46.0,74.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2044.38,106.91,245.59,56.85
19,Female,52.9,1.66,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,696.0,45.0,67.0,16.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Plantain_Chips,274.0,3.0,45.0,8.0,1922.21,96.44,224.55,42.61
39,Male,66.7,1.61,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,371.0,14.0,42.0,6.0,Red-Red_(Beans_and_Plantain_with_red_oil),589.0,29.0,55.0,13.0,Tuo_Zaafi_with_Meat_Stew,636.0,38.0,63.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1903.38,86.91,196.59,40.85
26,Female,56.1,1.67,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),424.0,11.0,61.0,8.0,Waakye_and_Fish_with_egg,669.0,45.0,71.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2016.17,100.89,233.36,40.16
40,Female,54.8,1.65,Weight Loss,Rice_water_and_bread,269.0,7.0,54.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,550.0,34.0,63.0,11.0,Boiled_Plantain/Yam_and_Garden_egg_stew,504.0,21.0,55.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1630.38,67.91,208.59,31.85
24,Female,76.6,1.53,Muscle Gain,Rice_water_and_bread,281.0,10.0,62.0,4.0,Plain_Rice_with_Chicken,686.0,48.0,60.0,16.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1890.17,102.89,223.36,44.16
56,Female,73.5,1.6,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),495.0,34.0,52.0,20.0,Fufu_with_Light_Soup_with_Goat_Meat,783.0,40.0,78.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1921.8,89.37,214.37,49.15
30,Male,65.6,1.75,Weight Loss,Tea/Milo/Coffee_with_bread,295.0,6.0,32.0,5.0,Waakye_and_Fish_with_egg,667.0,41.0,64.0,8.0,Banku_with_Okra_Soup,596.0,33.0,66.0,8.0,Nkatie_Cake_(Groundnut_Cake),342.0,11.0,19.0,12.0,1900.0,91.0,181.0,33.0
6,Female,33.5,1.0,Weight Loss,Rice_water_and_bread,273.0,7.0,50.0,3.0,Tuo_Zaafi_with_Meat_Stew,560.0,32.0,57.0,12.0,Banku_and_Tilapia_with_Hot_Pepper,455.0,44.0,63.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1595.38,88.91,206.59,36.85
39,Female,64.1,1.57,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Waakye_and_Fish_with_egg,644.0,38.0,65.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1907.0,92.8,214.34,37.46
31,Female,67.0,1.62,Muscle Gain,Rice_water_and_bread,338.0,7.0,50.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,799.0,46.0,91.0,16.0,Jollof_Rice_with_Chicken,866.0,49.0,76.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2310.38,107.91,253.59,52.85
7,Male,43.0,1.03,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Tuo_Zaafi_with_Meat_Stew,677.0,48.0,64.0,14.0,Jollof_Rice_with_Chicken,625.0,55.0,96.0,18.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),247.0,9.0,36.0,9.0,1885.42,121.46,243.78,46.3
52,Male,63.0,1.64,Weight Loss,White_porridge_and_bread,343.0,6.0,43.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Kenkey_and_Fried_Fish_with_Hot_Pepper,666.0,35.0,48.0,16.0,Roasted/Boiled_Maize_with_Coconut,265.0,6.0,33.0,6.0,1893.2,86.43,188.97,39.31
39,Male,73.5,1.66,Muscle Gain,Rice_water_and_bread,380.0,8.0,57.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,694.0,45.0,79.0,14.0,Banku_and_Tilapia_with_Hot_Pepper,639.0,42.0,69.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2020.38,100.91,241.59,44.85
66,Male,59.0,1.71,Weight Loss,White_porridge_and_bread,325.0,6.0,43.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,539.0,26.0,55.0,15.0,Boiled_Plantain/Yam_and_Garden_egg_stew,542.0,18.0,57.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1713.38,55.91,191.59,35.85
51,Male,59.6,1.72,Weight Loss,Oatmeal,282.0,12.0,37.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,607.0,33.0,71.0,11.0,Tuo_Zaafi_with_Meat_Stew,764.0,31.0,74.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1960.38,81.91,218.59,35.85
76,Male,62.4,1.65,Weight Loss,Tea/Milo/Coffee_with_bread,280.0,5.0,39.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,517.0,46.0,53.0,8.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,503.0,40.0,48.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1607.38,96.91,176.59,36.85
9,Female,39.5,1.07,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),293.0,10.0,49.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,455.0,28.0,55.0,19.0,Banku_with_Okra_Soup,522.0,36.0,74.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1577.38,79.91,214.59,46.85
23,Male,58.8,1.72,Weight Loss,Tom_Brown_and_bread,415.0,9.0,53.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,691.0,24.0,52.0,18.0,Banku_and_Tilapia_with_Hot_Pepper,650.0,35.0,66.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2063.38,73.91,207.59,43.85
44,Male,63.2,1.7,Weight Loss,Tea/Milo/Coffee_with_bread,289.0,6.0,36.0,5.0,Banku_with_Okra_Soup,755.0,37.0,67.0,9.0,Fufu_with_Light_Soup_with_Goat_Meat,811.0,34.0,62.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2162.38,82.91,201.59,34.85
59,Male,59.7,1.64,Weight Loss,Tea/Milo/Coffee_with_bread,281.0,6.0,33.0,4.0,Waakye_and_Fish_with_egg,716.0,45.0,61.0,8.0,Banku_with_Okra_Soup,581.0,31.0,61.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1885.38,87.91,191.59,31.85
10,Male,55.4,1.22,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,330.0,18.0,47.0,8.0,Tuo_Zaafi_with_Meat_Stew,685.0,46.0,71.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1938.17,108.89,219.36,46.16
49,Male,61.4,1.66,Weight Loss,Tea/Milo/Coffee_with_bread,335.0,5.0,37.0,6.0,Fufu_with_Light_Soup_with_Goat_Meat,742.0,34.0,67.0,10.0,Banku_and_Tilapia_with_Hot_Pepper,618.0,47.0,63.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2002.38,91.91,203.59,38.85
29,Male,65.0,1.74,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),458.0,9.0,58.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,664.0,42.0,54.0,15.0,Banku_with_Okra_Soup,684.0,28.0,70.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2113.38,84.91,218.59,39.85
69,Male,77.4,1.66,Muscle Gain,Tea/Milo/Coffee_with_bread,344.0,6.0,37.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,620.0,45.0,89.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,553.0,32.0,65.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1824.38,88.91,227.59,43.85
56,Male,66.2,1.69,Weight Loss,Tom_Brown_and_bread,381.0,9.0,45.0,4.0,Jollof_Rice_with_Chicken,735.0,48.0,68.0,17.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,611.0,39.0,49.0,13.0,Roasted/Boiled_Maize_with_Coconut,277.0,6.0,40.0,5.0,2004.0,102.0,202.0,39.0
77,Female,54.3,1.56,Weight Loss,Tea/Milo/Coffee_with_bread,282.0,6.0,36.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,492.0,35.0,56.0,12.0,Tuo_Zaafi_with_Meat_Stew,598.0,29.0,76.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1679.38,75.91,204.59,35.85
7,Female,34.0,1.0,Weight Loss,White_porridge_and_bread,251.0,6.0,42.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,361.0,20.0,55.0,8.0,Tuo_Zaafi_with_Meat_Stew,550.0,39.0,63.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1469.38,70.91,196.59,33.85
39,Male,67.5,1.81,Weight Loss,Tea/Milo/Coffee_with_bread,339.0,5.0,33.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,475.0,19.0,51.0,7.0,Tuo_Zaafi_with_Meat_Stew,701.0,30.0,67.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1822.38,59.91,187.59,33.85
12,Male,58.7,1.31,Muscle Gain,Rice_water_and_bread,261.0,10.0,59.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Red-Red_(Beans_and_Plantain_with_red_oil),429.0,46.0,59.0,16.0,Atsoomo_(Chin-Chin),333.0,4.0,34.0,20.0,1642.2,99.43,216.97,53.31
27,Female,65.0,1.59,Muscle Gain,Tea/Milo/Coffee_with_bread,348.0,6.0,42.0,8.0,Jollof_Rice_with_Chicken,723.0,52.0,89.0,20.0,Plain_Rice_with_Chicken,627.0,49.0,60.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2005.38,112.91,227.59,55.85
31,Male,79.2,1.74,Muscle Gain,Rice_water_and_bread,376.0,7.0,57.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,537.0,28.0,74.0,10.0,Tuo_Zaafi_with_Meat_Stew,792.0,42.0,85.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2012.38,82.91,252.59,39.85
40,Female,65.1,1.55,Weight Loss,Tea/Milo/Coffee_with_bread,258.0,6.0,35.0,4.0,Waakye_and_Fish_with_egg,554.0,46.0,65.0,10.0,Boiled_Plantain/Yam_and_Garden_egg_stew,432.0,22.0,61.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1551.38,79.91,197.59,32.85
14,Male,42.6,1.25,Weight Loss,Oatmeal,268.0,11.0,41.0,3.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1810.37,95.32,207.33,40.47
47,Female,53.1,1.57,Weight Loss,Oatmeal,282.0,9.0,41.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,471.0,18.0,51.0,7.0,Plain_Rice_with_Chicken,617.0,45.0,55.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1677.38,77.91,183.59,34.85
46,Male,61.4,1.66,Weight Loss,Tom_Brown_and_bread,410.0,11.0,57.0,4.0,Waakye_and_Fish_with_egg,595.0,40.0,58.0,10.0,Jollof_Rice_with_Chicken,761.0,41.0,69.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2073.38,97.91,220.59,37.85
25,Male,54.2,1.78,Weight Loss,White_porridge_and_bread,304.0,6.0,55.0,4.0,Waakye_and_Fish_with_egg,620.0,50.0,57.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1847.17,100.89,213.36,36.16
5,Male,30.1,1.0,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),374.0,13.0,50.0,8.0,Waakye_and_Fish_with_egg,509.0,50.0,53.0,8.0,Banku_with_Okra_Soup,489.0,44.0,70.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1679.38,112.91,209.59,34.85
26,Male,79.9,1.77,Muscle Gain,Oatmeal,293.0,14.0,43.0,5.0,Waakye_and_Fish_with_egg,786.0,58.0,73.0,12.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,619.0,31.0,64.0,21.0,Atsoomo_(Chin-Chin),474.0,3.0,39.0,18.0,2172.0,106.0,219.0,56.0
70,Female,56.4,1.6,Weight Loss,Tom_Brown_and_bread,336.0,8.0,53.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Banku_with_Okra_Soup,595.0,27.0,63.0,6.0,Nkatie_Cake_(Groundnut_Cake),270.0,8.0,23.0,9.0,1820.2,82.43,203.97,32.31
35,Female,57.3,1.68,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),438.0,9.0,48.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,493.0,25.0,58.0,17.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,544.0,33.0,46.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1782.38,72.91,188.59,51.85
22,Female,53.2,1.65,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Fufu_with_Light_Soup_with_Goat_Meat,733.0,32.0,79.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1996.0,86.8,228.34,40.46
22,Male,59.0,1.73,Weight Loss,Tom_Brown_and_bread,418.0,8.0,46.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,662.0,31.0,52.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,796.0,41.0,76.0,9.0,Atsoomo_(Chin-Chin),389.0,4.0,27.0,16.0,2265.0,84.0,201.0,45.0
29,Female,67.2,1.5,Muscle Gain,Tea/Milo/Coffee_with_bread,324.0,7.0,36.0,6.0,Waakye_and_Fish_with_egg,602.0,43.0,61.0,13.0,Boiled_Plantain/Yam_and_Garden_egg_stew,456.0,20.0,63.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1689.38,75.91,196.59,37.85
43,Female,63.4,1.69,Weight Loss,Tea/Milo/Coffee_with_bread,317.0,6.0,31.0,5.0,Banku_with_Okra_Soup,685.0,26.0,65.0,10.0,Waakye_and_Fish_with_egg,706.0,44.0,63.0,8.0,Plantain_Chips,301.0,3.0,45.0,9.0,2009.0,79.0,204.0,32.0
44,Male,79.0,1.69,Muscle Gain,Tom_Brown_and_bread,457.0,8.0,59.0,6.0,Red-Red_(Beans_and_Plantain_with_red_oil),557.0,36.0,60.0,18.0,Fufu_with_Light_Soup_with_Goat_Meat,790.0,45.0,83.0,15.0,Atsoomo_(Chin-Chin),444.0,4.0,37.0,20.0,2248.0,93.0,239.0,59.0
36,Male,59.9,1.7,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),487.0,12.0,50.0,8.0,Tuo_Zaafi_with_Meat_Stew,620.0,30.0,66.0,11.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,712.0,35.0,48.0,15.0,Atsoomo_(Chin-Chin),421.0,3.0,32.0,15.0,2240.0,80.0,196.0,49.0
50,Female,74.8,1.6,Muscle Gain,Tom_Brown_and_bread,430.0,9.0,62.0,5.0,Banku_with_Okra_Soup,589.0,34.0,83.0,13.0,Boiled_Plantain/Yam_and_Garden_egg_stew,496.0,24.0,56.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1822.38,72.91,237.59,37.85
43,Female,78.8,1.66,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Waakye_and_Fish_with_egg,645.0,44.0,71.0,12.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,665.0,25.0,60.0,24.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1953.8,84.37,215.37,52.15
62,Female,59.4,1.57,Weight Loss,White_porridge_and_bread,277.0,6.0,43.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,569.0,30.0,59.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1769.17,80.89,203.36,41.16
76,Female,70.6,1.54,Muscle Gain,White_porridge_and_bread,358.0,7.0,59.0,5.0,Plain_Rice_with_Chicken,638.0,46.0,67.0,15.0,Waakye_and_Fish_with_egg,646.0,44.0,63.0,8.0,Nkatie_Cake_(Groundnut_Cake),281.0,12.0,22.0,15.0,1923.0,109.0,211.0,43.0
52,Male,71.4,1.71,Muscle Gain,Rice_water_and_bread,381.0,7.0,50.0,5.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,719.0,32.0,60.0,18.0,Jollof_Rice_with_Chicken,757.0,56.0,89.0,19.0,Atsoomo_(Chin-Chin),425.0,3.0,35.0,20.0,2282.0,98.0,234.0,62.0
27,Female,74.8,1.55,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),510.0,38.0,62.0,17.0,Fufu_with_Light_Soup_with_Goat_Meat,699.0,38.0,91.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1852.8,91.37,237.37,47.15
60,Female,78.4,1.52,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,328.0,12.0,44.0,8.0,Banku_and_Tilapia_with_Hot_Pepper,547.0,46.0,62.0,15.0,Plain_Rice_with_Chicken,613.0,57.0,61.0,16.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),262.0,7.0,44.0,10.0,1750.0,122.0,211.0,49.0
26,Male,80.2,1.78,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,415.0,14.0,49.0,8.0,Jollof_Rice_with_Chicken,814.0,55.0,84.0,19.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,713.0,28.0,66.0,21.0,Agbelikaklo_with_Coconut,359.0,4.0,54.0,10.0,2301.0,101.0,253.0,58.0
43,Male,61.5,1.76,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Fufu_with_Light_Soup_with_Goat_Meat,683.0,44.0,72.0,11.0,Banku_with_Okra_Soup,675.0,30.0,75.0,8.0,Nkatie_Cake_(Groundnut_Cake),363.0,11.0,25.0,13.0,2057.42,94.46,219.78,37.3
24,Female,68.3,1.63,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),387.0,9.0,54.0,11.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,706.0,43.0,53.0,17.0,Banku_with_Okra_Soup,591.0,36.0,63.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1991.38,93.91,206.59,49.85
32,Male,71.0,1.74,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),466.0,10.0,53.0,10.0,Fufu_with_Light_Soup_with_Goat_Meat,702.0,39.0,68.0,13.0,Plain_Rice_with_Chicken,880.0,61.0,76.0,18.0,Nkatie_Cake_(Groundnut_Cake),381.0,10.0,22.0,17.0,2429.0,120.0,219.0,58.0
6,Female,41.1,1.0,Muscle Gain,Tom_Brown_and_bread,325.0,10.0,63.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,404.0,30.0,62.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,499.0,57.0,62.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1535.38,102.91,223.59,47.85
82,Female,54.6,1.55,Weight Loss,White_porridge_and_bread,316.0,5.0,42.0,3.0,Tuo_Zaafi_with_Meat_Stew,532.0,34.0,62.0,8.0,Waakye_and_Fish_with_egg,536.0,46.0,61.0,8.0,Agbelikaklo_with_Coconut,268.0,4.0,48.0,5.0,1652.0,89.0,213.0,24.0
55,Male,79.4,1.61,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,389.0,15.0,40.0,9.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,695.0,43.0,62.0,20.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,715.0,34.0,58.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2106.38,97.91,196.59,60.85
10,Male,56.3,1.21,Muscle Gain,Tom_Brown_and_bread,333.0,9.0,65.0,6.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,454.0,39.0,60.0,20.0,Jollof_Rice_with_Chicken,597.0,63.0,78.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1691.38,116.91,239.59,57.85
